tagID,tagText,tagType
1086,erinshaf,mention
1087,sydneykshafer,mention
1088,eseawell3,mention
1089,RitaKatherine14,mention
1090,LCEFdanR,mention
1091,JAYCEE243,mention
1092,nickpap12,mention
1093,ChrisWFurman,mention
1094,CalStar17,mention
1095,DistrictDetroit,mention
1096,TheMasters,mention
1097,SenatorCarper,mention
1098,MotorOn,mention
1099,theroadrider,mention
1100,JDReed18,mention
1101,UPSantoro97,mention
1102,BrendanAumann,mention
1103,SenGaryPeters,mention
1104,PlayworksDET,mention
1105,TheJAC33,mention
1106,mojodean,mention
1107,Marshal40479326,mention
1108,BarbMcQuade,mention
1109,JaclynnRonald,mention
1110,GDubOhU,mention
1111,joelirvine97,mention
1112,Chefc0ok,mention
1113,DaveBondyTV,mention
1114,mcmicha7,mention
1115,Jon12896,mention
1116,mia_teller2,mention
1117,LitwinKate,mention
1118,LarryBurns,mention
1119,CHMFoundation,mention
1120,donnythunder119,mention
1121,fireballLS6,mention
1122,sjlaudeman,mention
1123,TurnbullGrayson,mention
1124,Cornerstone_CU,mention
1125,MrsSmithABC,mention
1126,CarmanSmith1,mention
1127,beaconparkdet,mention
1128,Slim_Tito,mention
1129,ComericaBank,mention
1130,BourbonandaBaby,mention
1131,MWilsonSupreme,mention
1132,90feetfromhome,mention
1133,JulieFracker,mention
1134,Harvey_Drives,mention
1135,TMobile,mention
1136,iCodyCav,mention
1137,OhhhManItsJessy,mention
1138,cowboyiam,mention
1139,SlowLaneLodge,mention
1140,lainakreinbring,mention
1141,kimeroonie,mention
1142,AmerGigolo,mention
1143,LuanneMarie,mention
1144,Danielle_Maxwel,mention
1145,CityClubhouse,mention
1146,RocketClassic,mention
1147,Nicolej0804,mention
1148,GLEthnohistory,mention
1149,smileytree21,mention
1150,B_randy12,mention
1151,AChodnickiTV,mention
1152,JAMJrSMZ,mention
1153,dthomas3467,mention
1154,DETAuthentics,mention
1155,JZimmermann27,mention
1156,mrjaxtaylor,mention
1157,jeimer24C,mention
1158,eggleston_randi,mention
1159,JWEggleston7,mention
1160,dajosc11,mention
1161,GodandCulture,mention
1162,MynhierRyan,mention
1163,_MrParks,mention
1164,kickstand598,mention
1165,boudz5223,mention
1166,staticacumen,mention
1167,TheGuardian45,mention
1168,BillysMsGhost,mention
1169,TIGERSWIN,hashtag
1170,DetroitMackem,mention
1171,msu1983,mention
1172,Yankees,mention
1173,Blairbyrnes,mention
1174,AnnMarieLaFlamm,mention
1175,healy1982,mention
1176,exposfan78,mention
1177,EricLloyd,mention
1178,fivecoat_gerry,mention
1179,FPS_Hippy,mention
1180,mojorichard42,mention
1181,dembeckm,mention
1182,lmscholten59,mention
1183,NikkiNikkic0915,mention
1184,larshyj,mention
1185,seanhuber_,mention
1186,monica_adele,mention
1187,wxyzdetroit,mention
1188,WXYZPrakash,mention
1189,PettyBettyBB,mention
1190,LLBisch,mention
1191,lajonsie,mention
1192,sprovenzano2022,mention
1193,BShaugh69,mention
1194,MhWalt3067,mention
1195,WhodanniDaGreat,mention
1196,AdamBStrauss,mention
1197,TheRoarOF1984,mention
1198,onehappyteacher,mention
1199,Martifilus,mention
1200,_JoshHolman,mention
1201,jamesthorne93,mention
1202,Thasceno,mention
1203,tg_bennett,mention
1204,SneakyRascal,mention
1205,T_Keyrose07,mention
1206,Silver_Rush67,mention
1207,TemP_Glide1234,mention
1208,ObombaBarock,mention
1209,BondarchukNick,mention
1210,ZachLinfield,mention
1211,ibkabbitle,mention
1212,DrTraplord,mention
1213,theofficenbc,mention
1214,LonzoKasero,mention
1215,DialedInDetroit,mention
1216,Dennishartson,mention
1217,Blessed,hashtag
1218,rochelleriley,mention
1219,MotorCitySport1,mention
1220,SebzSports,mention
1221,lonerisms_,mention
1222,FIPmyWHIP,mention
1223,ryaniframe,mention
1224,theTunnelBear,mention
1225,pattywilhelm,mention
1226,MarioEROC,mention
1227,B5DEAN,mention
1228,robbyt86,mention
1229,G_Garno,mention
1230,Local4News,mention
1231,Tim_Goergen,mention
1232,timbograkos,mention
1233,kennyw97,mention
1234,Google,mention
1235,iamholleman,mention
1236,firstrowsports,mention
1237,ttghenold,mention
1238,FS1,mention
1239,ElizabethEllne1,mention
1240,mburkie24,mention
1241,thesportswizard,mention
1242,pepsi,mention
1243,rawlings_iris,mention
1244,danfeldman31,mention
1245,ngtak,mention
1246,Jaxson313,mention
1247,kt4154,mention
1248,gbpackers0523,mention
1249,GaryMcLellan34,mention
1250,charlieann78,mention
1251,twdrenth,mention
1252,josh_abplanalp,mention
1253,KillerPancake_,mention
1254,thomasm1797,mention
1255,jarelleelaine,mention
1256,Bmardis85,mention
1257,FOXSportsGOapp,mention
1258,dbodine3,mention
1259,DETsportschat,mention
1260,nategorby,mention
1261,SFGiants,mention
1262,kknickerbocker2,mention
1263,jjpb_nscrgirl,mention
1264,Keds,mention
1265,AWH748,mention
1266,AKA_KILO,mention
1267,natepally33,mention
1268,MikieMahtook8,mention
1269,btalacko69,mention
1270,NintendoSW555,mention
1271,MrLeppert,mention
1272,SarRit16,mention
1273,cyberfly8,mention
1274,GLaysonANC,mention
1275,tmoney27,mention
1276,kaitlynndiamond,mention
1277,scoppola622,mention
1278,oscodatownship,mention
1279,WBKBSports,mention
1280,ernst2k,mention
1281,Revette692,mention
1282,korymunch,mention
1283,WesSnow79,mention
1284,MnEvnt_DaPhenom,mention
1285,LisaJBraun,mention
1286,sweetanniejack,mention
1287,drdtroit1,mention
1288,jmbleich,mention
1289,SinktheKraken,mention
1290,ecflores22,mention
1291,Tortmon13,mention
1292,SenorBoomNYC,mention
1293,adamholwerda,mention
1294,ChedduhCheese,mention
1295,Migilini,mention
1296,Zach_Mihalik,mention
1297,tayfieux,mention
1298,markdero7,mention
1299,jamesXbrown,mention
1300,chris70366471,mention
1301,43isELITE,mention
1302,EmCAnderson,mention
1303,DET_Guru_Kurt,mention
1304,karah_dunson,mention
1305,paulacweston,mention
1306,gretapodleski,mention
1307,ToddFaber,mention
1308,RodneyTheborg,mention
1309,NewArticleSZN,mention
1310,nolan_thibeault,mention
1311,dawn_Dawny,mention
1312,nrmtcards,mention
1313,EWasserberger,mention
1314,freehan11,mention
1315,ThomasFaiella,mention
1316,crazyaboya,mention
1317,JohnKeatingFSD,mention
1318,revdski,mention
1319,amandagaddam,mention
1320,ola_maria,mention
1321,Wayne952,mention
1322,zenhussy,mention
1323,rodriguez_tyler,mention
1324,Kyle22632828,mention
1325,shannonegins_,mention
1326,brianmarksmith,mention
1327,quantumsink,mention
1328,weatherchannel,mention
1329,TacoAffcionado,mention
1330,rayray1222,mention
1331,Deanodubs,mention
1332,Fopakjak,mention
1333,rwschumacher,mention
1334,keddyi,mention
1335,GVLaker68,mention
1336,mdc9767,mention
1337,Baseball31342,mention
1338,k_walnation3,mention
1339,CharilynSmerek,mention
1340,miggystardust24,mention
1341,B_Deatherage13,mention
1342,InfieldFly86,mention
1343,Wendys,mention
1344,DanMac2014,mention
1345,MStrooo6,mention
1346,KristinSmoak,mention
1347,BekkaSloan,mention
1348,Tigersfanjr,mention
1349,jonesboysmomma,mention
1350,wissammansour77,mention
1351,FreakoutFerris,mention
1352,jtm_1975,mention
1353,StateLady,mention
1354,EricJHonisko,mention
1355,Arbys,mention
1356,New10j1,mention
1357,reedgarrett12,mention
1358,seabreazer,mention
1359,TeraminoAnthony,mention
1360,CharlesKalinow1,mention
1361,Chess_Rabbitt,mention
1362,lilymarie_99,mention
1363,ben_popovich,mention
1364,trflaugh,mention
1365,aimeegruenwald,mention
1366,VordLorldermort,mention
1367,iTravisWade,mention
1368,CatPssy,mention
1369,Derrick_Bellah,mention
1370,M_Forgette,mention
1371,rexroth7wxyz,mention
1372,addiej25,mention
1373,dqeqwedawdawdaw,mention
1374,hokiestox,mention
1375,halladayfan32,mention
1376,bartman_john84,mention
1377,CraigColby1,mention
1378,TMoney79,mention
1379,BourbonMan58,mention
1380,SniperMarner,mention
1381,rlavere03,mention
1382,sluggernation,mention
1383,rogue74,mention
1384,DirtyFcknDanglz,mention
1385,ChrisSalts,mention
1386,RCali21,mention
1387,blakemj36,mention
1388,CoachChristinaF,mention
1389,AndrewSimonMLB,mention
1390,VivasMum,mention
1391,LintheLibrary,mention
1392,AngieBerens,mention
1393,FanduelMazza,mention
1394,WomensHistoryMonth,hashtag
1395,cubin_pete,mention
1396,BrendanMolnar,mention
1397,baseballhall,mention
1398,A_Sanch41,mention
1399,doublesquared7,mention
1400,WorldofIsaac,mention
1401,hoefbob,mention
1402,TheFortressTurf,mention
1403,EliasSports,mention
1404,DarrenDilly16,mention
1405,EasternMarket,mention
1406,mo_highball,mention
1407,Andy_Lofgren,mention
1408,BobForDinner,mention
1409,revlori7,mention
1410,JoeRiveraSN,mention
1411,dawsonb_98,mention
1412,PRSsMom,mention
1413,BrendanEppinga,mention
1414,RishanSingh10,mention
1415,DamnGambling,mention
1416,heatherklatt_,mention
1417,_JFleming_,mention
1418,Dragonwulff,mention
1419,ChristianCost2,mention
1420,ShaneThePain904,mention
1421,saoberski,mention
1422,scottjholcombe,mention
1423,stujo29,mention
1424,R_Ridgeback,mention
1425,DevinMBilski,mention
1426,Ty_Wise,mention
1427,DonKellyWannaB,mention
1428,Billy_chilly,mention
1429,umfan7,mention
1430,Sports_Report09,mention
1431,Tom_Durt,mention
1432,JDSportsTweets,mention
1433,alyssa_ronan,mention
1434,Jacob36614167,mention
1435,reagy115,mention
1436,cifip,mention
1437,ProfessorMundy,mention
1438,TJN3,mention
1439,missourisports,mention
1440,billprady,mention
1441,ljwaves,mention
1442,mattdavid12121,mention
1443,CS_Fair,mention
1444,TJLang70,mention
1445,billyfiveone7,mention
1446,TigersFr,mention
1447,tdyle905,mention
1448,AFormerAmerican,mention
1449,JB4200,mention
1450,kenstoll,mention
1451,hitit345,mention
1452,EliBashiNBA,mention
1453,DETsports__,mention
1454,imintheHOVlane,mention
1455,Twitter,mention
1456,FBI,mention
1457,jeannaleah,mention
1458,JoshHelaku,mention
1459,hal2814,mention
1460,24kBlondi,mention
1461,Phil198333,mention
1462,WalleyeHunter91,mention
1463,BobD_SHJ,mention
1464,995WYCD,mention
1465,KyleRoy13,mention
1466,miketirico,mention
1467,YeahBabyLetsGo,hashtag
1468,larkylarkin,mention
1469,ThatsMrBrandon,mention
1470,GoBlueLexi117,mention
1471,Blastellanos,hashtag
1472,emibear2018,mention
1473,CaraPaige,mention
1474,patmcilwaine,mention
1475,mbaker1448,mention
1476,pseudoclever,mention
1477,chrisarocha7,mention
1478,KennyKratz,mention
1479,RangerBlake,mention
1480,TogetherWe,hashtag
1481,thearn14,mention
1482,BleacherReport,mention
1483,GoPokes,hashtag
1484,jackieelule,mention
1485,KoeWetzel,mention
1486,EllisMayne,mention
1487,GarciaJacob15,mention
1488,kylemckelv,mention
1489,dog_rates,mention
1490,_relentless,mention
1491,holder_1064,mention
1492,JoeyGallo24,mention
1493,1053thefan,mention
1494,TheGregBrady,mention
1495,TheJoeyRazo,mention
1496,DallasStars,mention
1497,BowersMisti,mention
1498,RangerMostLikely,hashtag
1499,FOXSportsSW,mention
1500,EmilyJonesMcCoy,mention
1501,Rangers,mention
1502,kelleytime27,mention
1503,AktanE,mention
1504,SomeGuyInHTown,mention
1505,CenterStageDS,mention
1506,Quadzilla1995,mention
1507,nashvillesounds,mention
1508,NewtLyles,mention
1509,Lobo68Loco,mention
1510,chrisminjaelee,mention
1511,PrestonnKyle,mention
1512,happyFlight,hashtag
1513,HelloWinColumn,hashtag
1514,campaj_24,mention
1515,CJZ1232,mention
1516,Cw06_ThatGuy,mention
1517,Doporto21,mention
1518,kayliseirizarry,mention
1519,SixJonnyJack,mention
1520,fischermateo,mention
1521,BarnHasSpoken,mention
1522,ItsHandleYT,mention
1523,LuckHappens,hashtag
1524,TexasLottery,mention
1525,brvndonsmith,mention
1526,ReyJocelin,mention
1527,JoeyJack,hashtag
1528,bradleystout1,mention
1529,amber_veren,mention
1530,FarewellGLP,hashtag
1531,PATGREENMUSIC,mention
1532,tx_live,mention
1533,817JOVANY,mention
1534,JohnTexLonghorn,mention
1535,JaredSandler,mention
1536,7eleven,mention
1537,hunterpence,mention
1538,RHarris1212,mention
1539,CityOfArlington,mention
1540,TEXPAMAN,mention
1541,MyArlingtonTV,mention
1542,ManhattanBuild,mention
1543,RangersYA,mention
1544,LinoDeShields,mention
1545,TNoonIII,mention
1546,MikeWhalen_,mention
1547,BenRogers,mention
1548,Renee9w,mention
1549,Aheffler24,mention
1550,AGlospie,mention
1551,1800Callabro,mention
1552,courtt_o,mention
1553,ChaseRichey3,mention
1554,LawDogSports,mention
1555,alliccciaaaa,mention
1556,leftylety,mention
1557,Entourage,hashtag
1558,teixeiramark25,mention
1559,SHO_Billions,mention
1560,darvishboy,mention
1561,saam_brownn,mention
1562,JourneymanSerie,mention
1563,YouTube,mention
1564,MasonCrow8,mention
1565,fans_board,mention
1566,DallasDood,mention
1567,ElvisandrusSS1,mention
1568,JSi5,mention
1569,jennapage,mention
1570,bigalmack,mention
1571,kellierasberry,mention
1572,KiddNation,mention
1573,theandrewbarker,mention
1574,FOXSportsSW,hashtag
1575,nateolsen_,mention
1576,CandlesAngel,mention
1577,ATG79,mention
1578,GHnTx,mention
1579,alohanick24,mention
1580,betoybarra83,mention
1581,MikeyY626,mention
1582,MikeMinor36,mention
1583,Stopper2000,mention
1584,ToriMRyan,mention
1585,kimmicupp,mention
1586,Fnicole90,mention
1587,awilkerson25,mention
1588,Jrod99LE,mention
1589,CDRohr,mention
1590,Rangers7,hashtag
1591,PapaJohnsNCTex,mention
1592,DavidS_Campbell,mention
1593,meeeshell96,mention
1594,MuayyThaiChick,mention
1595,Analia_guti,mention
1596,JRFoundation,mention
1597,Roberjough,mention
1598,TheReturning1,mention
1599,GlobeLifeField,mention
1600,IsaacSalazar2,mention
1601,DannySantana39,mention
1602,grannon2001,mention
1603,wtbatt,mention
1604,joseleclerc2,mention
1605,annacroe,mention
1606,annddrss,mention
1607,ALRChiTex,mention
1608,DG122985,mention
1609,RussPonder,mention
1610,QuaysUTHat,mention
1611,LetsGetLexi,mention
1612,Scoonz,mention
1613,Reparize,mention
1614,NewProfilePic,hashtag
1615,Kyle_Bird17,mention
1616,KellysPics,mention
1617,pdeluca17,mention
1618,NTXHondaDealers,mention
1619,TexasPharmD,mention
1620,shrimpywilliams,mention
1621,KennyCTucker,mention
1622,TonyAufieri,mention
1623,psanchezz16,mention
1624,HI_IM_ANA,mention
1625,RileyClark24,mention
1626,eyedinh,mention
1627,camtidm,mention
1628,sdflores2016,mention
1629,BolognaFarts,mention
1630,RangersBlonde,mention
1631,fizixmastr,mention
1632,Sh4ggie,mention
1633,spongbob_facts,mention
1634,mcnair_jeffrey,mention
1635,MeleeseTX,mention
1636,crispzillian,mention
1637,mycoskie,mention
1638,pvanhook19,mention
1639,kaylynn_reed,mention
1640,Winter_Wilton,mention
1641,OneTooTall,mention
1642,jasondeecee,mention
1643,NotBumpWills,mention
1644,wfaaweather,mention
1645,kelseyarmand25,mention
1646,da_chepo_c28,mention
1647,ErikWWheater,mention
1648,slu5865,mention
1649,JoshLeveridge,mention
1650,leeW62,mention
1651,HappyBirthday,hashtag
1652,LaFlama_Blanca_,mention
1653,MFFL,hashtag
1654,corinnevnewton,mention
1655,swish41,mention
1656,hannah_wing,mention
1657,ChoctawCasinos,mention
1658,Ashaleyann,mention
1659,FanaticCowboys,mention
1660,TipOfTheCap,hashtag
1661,11drawbridge,mention
1662,briankellypage,mention
1663,Reagan_doubleU,mention
1664,bjolly1030,mention
1665,sugerloadedgirl,mention
1666,thatawesometyra,mention
1667,RyanHog72865266,mention
1668,ClickStar13,mention
1669,scottrlucas,mention
1670,ForTheThrone,hashtag
1671,GoStars,hashtag
1672,StanleyCup,hashtag
1673,adrianknows_,mention
1674,TexasRangers,hashtag
1675,HickoryCrawdads,mention
1676,HFC,hashtag
1677,Adelina00094014,mention
1678,tryans15,mention
1679,Jbunj2305,mention
1680,henleychase,mention
1681,jmontelongo21,mention
1682,morganprice,mention
1683,PatrickWisdom5,mention
1684,Dirk,hashtag
1685,chasedarnaud,mention
1686,Cardinals,mention
1687,baileyyoh,mention
1688,Chivas,mention
1689,Atletico,mention
1690,_ronaldguzman,mention
1691,SicEm,hashtag
1692,BaylorWBB,mention
1693,henry_ortiz0822,mention
1694,4To1,hashtag
1695,apoplecticfittz,mention
1696,Real_J_Eddy,mention
1697,KyleH_town,mention
1698,ksnyd_10,mention
1699,mwelchans,mention
1700,dalton_eberhard,mention
1701,RhettBollinger,mention
1702,MetalFanInBlack,mention
1703,Shayetink,mention
1704,WBBBPB,mention
1705,FinalFour,hashtag
1706,TexasTechMBB,mention
1707,JoeyJacks,hashtag
1708,FridayFeeling,hashtag
1709,inthemageors,mention
1710,ShelbyStringer3,mention
1711,BrockBurke1,mention
1712,Ty_Lips12,mention
1713,hansrouse,mention
1714,rmatwick,mention
1715,ktfuntweets,mention
1716,OAPrescott,mention
1717,billyraycyrus,mention
1718,CastroAlex41,mention
1719,mood,hashtag
1720,ReneW563,mention
1721,CrAzYhAwK121,mention
1722,theaceofspaeder,mention
1723,BrazdeikisSZN13,mention
1724,Dmleblanc1971,mention
1725,applextree,mention
1726,ColePope12,mention
1727,t_diedrich,mention
1728,TwelveMovie12,mention
1729,bdreynolds,mention
1730,MiLBOpeningNight19,hashtag
1731,RidersBaseball,mention
1732,GoWoodDucks,mention
1733,spokaneindians,mention
1734,pauldorn21,mention
1735,daveraymond4,mention
1736,Leftfieldmike,mention
1737,AdamTheSportFan,mention
1738,paco8922,mention
1739,ChaseBurnett8,mention
1740,IntChampionsCup,mention
1741,atletienglish,mention
1742,TimCiescoNBC5,mention
1743,kevintreaccar,mention
1744,jody_jo8,mention
1745,nthnu,mention
1746,cowboysnation,hashtag
1747,dak,mention
1748,dallascowboys,mention
1749,MikeNapoli25,mention
1750,2️⃣,hashtag
1751,TexasMBB,mention
1752,TCUBasketball,mention
1753,Lulu_0022,mention
1754,IndpndntDerek,mention
1755,ruben3rivera,mention
1756,TPAIN,mention
1757,RangersRecreate,hashtag
1758,JasonEXP,mention
1759,tony_is_neato,mention
1760,McMatt1033,mention
1761,samnicole90,mention
1762,wnbachicagosky,mention
1763,BUHMoney,mention
1764,NCAAsoftball,mention
1765,TexasSoftball,mention
1766,Rogalskigolf7,mention
1767,dirk41dennis1,mention
1768,AprilFools,hashtag
1769,togetherwe,hashtag
1770,Isiahkf11,mention
1771,roddyrod0916,mention
1772,tlav9,mention
1773,FactsOnly,hashtag
1774,DaveCasey22,mention
1775,herb1987,mention
1776,TheGreatKambino,mention
1777,kymtucker,mention
1778,TVeteikis,mention
1779,GregAbbott_TX,mention
1780,lilmissrissaaaa,mention
1781,katlynwallace_,mention
1782,Joe_Scanlan4,mention
1783,Crawf33,mention
1784,tomdayah,mention
1785,Cubs,mention
1786,dionalivoutloud,mention
1787,RevEvanDolive,mention
1788,cervantes5854,mention
1789,purorangers,mention
1790,RealDustinRay,mention
1791,DallasCowboys,hashtag
1792,chaveznotchaves,mention
1793,KBTXMax,mention
1794,DallasWings,mention
1795,dallasmavs,mention
1796,FCDallas,mention
1797,GlobeLife,mention
1798,ChiTownSports,mention
1799,c_golden07,mention
1800,tamrinm_sings,mention
1801,TheWeaves3,mention
1802,BigEarl76,mention
1803,_tanyamontoya,mention
1804,__brooksie,mention
1805,_JRBeall,mention
1806,ejloveless84,mention
1807,gingerhulk0929,mention
1808,FreeBenoit69,mention
1809,joelsanchez0523,mention
1810,Walker_Hays,mention
1811,chalkXoutline,mention
1812,TCinDALLAS,mention
1813,WunderBoyz,mention
1814,waynebrettski11,mention
1815,MelanieMarshan,mention
1816,WinStarWorld,mention
1817,Openingday,hashtag
1818,LetsssssssgOoooOo,hashtag
1819,GTOphil,mention
1820,Luis_Carrasco23,mention
1821,StoryOfChrisE,mention
1822,andiwagg,mention
1823,SHADMILLER13,mention
1824,nbtxranger2,mention
1825,dryellowjacket,mention
1826,Young_Kelch,mention
1827,owensjackson22,mention
1828,andrewgoodman45,mention
1829,jack_bickel,mention
1830,GGONZALEZ6,mention
1831,ezekielj87,mention
1832,BottomOfDeOrder,mention
1833,davysee9too,mention
1834,Gabe_Spaceman,mention
1835,hmdearborn,mention
1836,King33z,mention
1837,aIexquintanilla,mention
1838,SportsByron,mention
1839,Raidger4,mention
1840,jamiedrosche,mention
1841,MsBaseballTx,mention
1842,xGingerBeardxx,mention
1843,JoJolikessports,mention
1844,shanna418,mention
1845,harpertx,mention
1846,bradholmes23,mention
1847,andreasital,mention
1848,CerilloBanda,mention
1849,trixie6717,mention
1850,Michaelmoore_17,mention
1851,JoshAyybear,mention
1852,DavidLBridges,mention
1853,WSDewbre,mention
1854,errrrrrrrrca,mention
1855,markuszielsdorf,mention
1856,mminshew,mention
1857,bu_arelena,mention
1858,blacefieldfox,mention
1859,T_armyjo94,mention
1860,zach_duren22,mention
1861,thedougholland,mention
1862,emailjmg34,mention
1863,Patlan6,mention
1864,GundersonNathan,mention
1865,rmwilson_,mention
1866,dallasjhawk,mention
1867,thatgirlKacy12,mention
1868,eastwood1_9,mention
1869,MjrRodman,mention
1870,GlasgowSmile21,mention
1871,BradWhiteside,mention
1872,BraydenClick30,mention
1873,blakespop,mention
1874,hannahbaugh,mention
1875,melanielazos,mention
1876,bktexas33,mention
1877,bradycminor,mention
1878,shinyshannon73,mention
1879,AldoIsaacDavila,mention
1880,taystu14,mention
1881,cesarfavela_,mention
1882,eleskroh,mention
1883,M2HSS,mention
1884,GuyNTeresaHiner,mention
1885,tinydominguez,mention
1886,Flavia_Stacks,mention
1887,HobosFury,mention
1888,chase_galyean,mention
1889,Mrs_R_Bechtel,mention
1890,CodyEmpkey,mention
1891,Dom_33_,mention
1892,DTX_CINDO,mention
1893,tannerthehammer,mention
1894,blake5085,mention
1895,Swisha_35,mention
1896,landoncook29181,mention
1897,jared_mazzola,mention
1898,CLIFFG28306996,mention
1899,marianajm,mention
1900,SethJLynch,mention
1901,Rangers_Girl45,mention
1902,RedRaider411,mention
1903,Dtx_cfjoe,mention
1904,DeafCookie,mention
1905,KeevinConner,mention
1906,matthewa_10,mention
1907,sicemcoop13,mention
1908,craines297,mention
1909,roxxyrightmeow,mention
1910,NicholasAJones,mention
1911,ScottWhitting11,mention
1912,justranda7,mention
1913,rcollier99,mention
1914,bouldec,mention
1915,MattDurbin94,mention
1916,kate_r_stafford,mention
1917,WPaul,mention
1918,BLindenborn,mention
1919,__martin3,mention
1920,Coach_Fick,mention
1921,Chakamenot,mention
1922,wayneadam,mention
1923,Doc_Hillz,mention
1924,FisherWritesMLB,mention
1925,StickmanOU,mention
1926,JaxxonZ,mention
1927,_scotto_,mention
1928,bigtexbo62,mention
1929,theaaronloy,mention
1930,TylerAtoms,mention
1931,averyfan,mention
1932,ThreeTwoEephus,mention
1933,jessica_hogle97,mention
1934,AIRHAIR1021,mention
1935,Jaytonvoss,mention
1936,JENinATX,mention
1937,jacoblong99,mention
1938,el_javier21,mention
1939,AdrianHdzHoyos,mention
1940,RRyziai,mention
1941,TMath_Ayyy,mention
1942,CamMatherly,mention
1943,pr3130girl,mention
1944,jarreau_brook,mention
1945,mikel_lozano,mention
1946,michael_loz,mention
1947,Byu_bob,mention
1948,adamchernandez,mention
1949,jbryburg,mention
1950,Jacob_Chastine,mention
1951,irvin_lujano,mention
1952,1foxydeb,mention
1953,kaylapinholster,mention
1954,TheWolf6674,mention
1955,Tristan12brown,mention
1956,Greatwalldallas,mention
1957,CardozaBuddy4,mention
1958,gburns05,mention
1959,tocci_time,mention
1960,luisskywalk3r,mention
1961,christyiisabel,mention
1962,bbradleytx,mention
1963,Carsonrocks22,mention
1964,DakShirley76,mention
1965,Gjose42,mention
1966,hw_27,mention
1967,SGreyney,mention
1968,rodharper,mention
1969,Blainemckinney_,mention
1970,Elidlr1467,mention
1971,AlanSivakumaran,mention
1972,dfwticket,mention
1973,theoldgreywolf,mention
1974,dirtdiamonds9,mention
1975,adriaanalonzo1,mention
1976,CoachJaegers,mention
1977,DylanCavazos5,mention
1978,lambo2122,mention
1979,ryates2001,mention
1980,randallwright,mention
1981,RachelLynn2911,mention
1982,Broman_7,mention
1983,BurtchBunch,mention
1984,Rubenoscopy,mention
1985,Colby_Ousley,mention
1986,TravisAkins,mention
1987,Mr_show_stealer,mention
1988,IamCanEHdian75,mention
1989,sarahpattontx,mention
1990,natewoodall,mention
1991,kingdexy1,mention
1992,BRANKofAmerica,mention
1993,derwoody99,mention
1994,kerrdog53,mention
1995,ritadubb,mention
1996,LoriSteppick,mention
1997,JordanG_94,mention
1998,xRaul469x,mention
1999,MrFreckles10,mention
2000,Logan75979076,mention
2001,nmather21,mention
2002,Dblb8297,mention
2003,RegggieWilson,mention
2004,kraziDay,mention
2005,hdpeters78,mention
2006,Boxjt32Box,mention
2007,WreckemHookem,mention
2008,Low24F,mention
2009,ceci281wwe,mention
2010,SeniorE8,mention
2011,_tony47,mention
2012,Pob2814,mention
2013,TheCrabbyMama,mention
2014,JFrazellShow,mention
2015,nathan_baum,mention
2016,lanternfishCC,mention
2017,WildStriker30,mention
2018,nalday082,mention
2019,RonnMelly,mention
2020,HunterStephens0,mention
2021,tweetgrubes,mention
2022,CooperBlount,mention
2023,CoachSainz,mention
2024,baileymweakley,mention
2025,daisydc4l,mention
2026,CecilVest,mention
2027,Risasofab,mention
2028,marquez722,mention
2029,SethBarbarino4,mention
2030,Gallardo_doe,mention
2031,13atkins13,mention
2032,Mannywood3,mention
2033,worm5088,mention
2034,emmie_esqui7,mention
2035,PeeJayMc,mention
2036,kikinicpeters,mention
2037,lukedorr,mention
2038,austingann,mention
2039,levitz91,mention
2040,NolanBay6,mention
2041,a_rodriguez32,mention
2042,MC228i,mention
2043,DonkieVan,mention
2044,winks_karina,mention
2045,Charliesports55,mention
2046,Hicks45J,mention
2047,Texas_Girl84,mention
2048,Ozmanitis,mention
2049,gjones065,mention
2050,Ezekiel21Mvp,mention
2051,EmLikesBaseball,mention
2052,yefferk,mention
2053,thebeaz44,mention
2054,jonathanmcnair_,mention
2055,marshall_perry,mention
2056,mylifeastania,mention
2057,noahmarsh8,mention
2058,deryan1997,mention
2059,Chivo361,mention
2060,djbarrera20,mention
2061,MattKipp909,mention
2062,JacobFarmer77,mention
2063,Dadronic,mention
2064,Allisonzama,mention
2065,KIMCHEEK8,mention
2066,Brockdjacobs,mention
2067,MiraNT666,mention
2068,joeyniner,mention
2069,zAdam7897,mention
2070,jsanmartin9,mention
2071,shanesingletary,mention
2072,jaross29,mention
2073,Whitney04,mention
2074,Kaedensmomma,mention
2075,anna__holcombe,mention
2076,Mbishop0729,mention
2077,KoryToney,mention
2078,denton_ninja,mention
2079,cynthia21430263,mention
2080,MIMQPhyr,mention
2081,mdanner27,mention
2082,ricanroots,mention
2083,dmc874,mention
2084,natemoore99,mention
2085,vediaalaina,mention
2086,jenrickevans,mention
2087,RangersMagicNum,mention
2088,ryrich2011,mention
2089,Kshirley9,mention
2090,Dmanuel78,mention
2091,AmandaGuerraTX,mention
2092,CoachMaldonado5,mention
2093,jomoma619,mention
2094,cherylandkurt,mention
2095,RolandRoll1221,mention
2096,TheMrDouglass,mention
2097,parker_essary,mention
2098,bwilson199,mention
2099,weslaco_21,mention
2100,Mikey_21,mention
2101,sharlacantu_,mention
2102,lisaponyexpress,mention
2103,Simeon_Jones1,mention
2104,Heathcoat7,mention
2105,LobosSportsMed,mention
2106,CBrusilow,mention
2107,BudGuerra42,mention
2108,Jumpman_Rises23,mention
2109,jared_hallman13,mention
2110,rwtx77,mention
2111,caileenace,mention
2112,CCCHRIS__,mention
2113,Atorrez_2,mention
2114,NancyCalaway,mention
2115,Sup_Dis_Nate,mention
