SNSUserID,SNSType,accountID,userName,followersCount,postsCount
156,Twitter,879026163351519232,Chris_Harley9,80,1115
157,Twitter,993258423939665920,Qu33nnL,209,41856
158,Twitter,2176770900,Imstillhere2019,98,299
159,Twitter,327211934,DaSportsButler,141,4953
160,Twitter,1083453393958518786,george_rhoads,17,221
161,Twitter,27743671,Champs13,634,139925
162,Twitter,28712544,BooksbyVictoria,1911,72270
163,Twitter,1081250855800721415,JohannaMecum,19,452
164,Twitter,51933636,BennyA13,739,35056
165,Twitter,993677335835508737,Teddye19,4,298
166,Twitter,882625680973987842,GabbifromTexas,224,5433
167,Twitter,827273524502867970,RachaelYStanley,5,23
168,Twitter,2732069610,NGSCSports,1415,15274
169,Twitter,789909218757316608,PollsnOpinions,2125,26406
170,Twitter,1067272729441783809,robertavila_23,59,74
171,Twitter,15362756,brandon44133,81,1811
172,Twitter,1017999056033996800,biancaleslieann,241,2588
173,Twitter,1431629125,gochitomx,104,779
174,Twitter,2935140904,yungjxx_x,339,17345
175,Twitter,2275827048,fredoRdz_,843,10483
176,Twitter,1090871960421261313,hrrsnwllms,258,1430
177,Twitter,32682746,rettaroo2,25,1386
178,Twitter,1637556577,victoriaboo22,220,1545
179,Twitter,4433090354,FoxVerdun,13757,41261
180,Twitter,19243536,TeshawnEdmonds,3970,838139
181,Twitter,543951793,abarlas34,261,44146
182,Twitter,1026214434438606851,BearsSic,4,765
183,Twitter,25795116,jayseedub,2520,71975
184,Twitter,466418895,reubenchinonso,21,402
185,Twitter,1023741877,ue_tora,26,36
186,Twitter,886126800035864576,bglodmou,8970,11898
187,Twitter,422688374,kurosironeko12,1439,51366
188,Twitter,845288163706753024,st_motherchibi,12,768
189,Twitter,2552159864,wotageipride,511,27533
190,Twitter,802169169181638657,FabulousFab__,35,294
191,Twitter,2243676689,WHronis,218,70932
192,Twitter,999923856470032385,eliblackbloc,26,564
193,Twitter,3316947666,popo_rara_choko,23,27980
194,Twitter,125261396,yukiguns,371,21873
195,Twitter,1104527538481700865,Fabio78315557,4,3
196,Twitter,1077851056602632193,Teisyou_17,143,800
197,Twitter,1267574600,TigersTuebingen,10901,4152
198,Twitter,943449489347448832,58akikan_tigers,1280,12657
199,Twitter,546785428,Shin__Nao,1303,15235
200,Twitter,841566067851853824,memekan9999,31,2981
201,Twitter,2443407791,TodayintheMLB,2117,49009
202,Twitter,1559976906,V_Tigers334,2741,167170
203,Twitter,134901995,frankmill8822,49,279
204,Twitter,154433404,lovely_baseball,20446,592067
205,Twitter,2583815953,TigersFFT,2848,4115
206,Twitter,878816829203922944,Misty831996,90,24369
207,Twitter,107025767,noritica48_46,1296,66104
208,Twitter,1111556600592924672,catcher2013_,88,157
209,Twitter,1072772430416900096,dcKViQDvI6lVfxB,302,177
210,Twitter,111496759,hayami37,12,12907
211,Twitter,716375034789556224,JohnWilly1989,100,9998
212,Twitter,861079809090142209,kogisaku,1532,29573
213,Twitter,868833408880959489,naouelnawww,43,6722
214,Twitter,1304468210,vetmart4pets,1791,4361
215,Twitter,579456971,reo_naniwa,3360,41136
216,Twitter,3365240399,karareckard,135,3425
217,Twitter,3119512590,hansin_aruaru,559,38116
218,Twitter,1095246045200568320,JerseistChannel,65,30
219,Twitter,2779370655,eea38695b7104c1,3595,41343
220,Twitter,152256710,nitche_cat,897,56537
221,Twitter,2699009521,_TOMOAKI_LOVE_,118,69440
222,Twitter,3692447473,bays_tetsu_,2247,58860
223,Twitter,2676481292,GreatWhiteness,926,72528
224,Twitter,2204941597,ChitourSaid,52,347
225,Twitter,4183447155,phelpscat1,18,1878
226,Twitter,870631243456454656,taket130410,188,430
227,Twitter,869896806,kazuhinoki,109,11462
228,Twitter,2997847136,akidream66,509,65554
229,Twitter,612498975,AussieAce_,669,23967
230,Twitter,4819589566,Ditihalo_Mmusi,234,3233
231,Twitter,1114251637281964032,Javier_martine7,4,95
232,Twitter,1072368512239394816,Wisdom111111,39,575
233,Twitter,1994321,FRANCE24,3147463,323495
234,Twitter,1019478122775736320,Haraguchi_94,1843,8498
235,Twitter,4264538783,BBCShropSport,2656,12729
236,Twitter,620611058,tomo1212ak,306,4459
237,Twitter,2464018507,TouixTigers,4625,23059
238,Twitter,2805344720,BaseBallMOnline,22037,17953
239,Twitter,1024156498727849985,Yudai_hanshin25,996,1726
240,Twitter,731800160745836544,tigers_7777,218,15272
241,Twitter,378212939,terayan0610,129,7223
242,Twitter,980289311487610880,sponichi_endo,8579,8773
243,Twitter,1083361377404637184,haya46373,362,4220
244,Twitter,2605050139,npb_draft_bot,4920,82037
245,Twitter,2391205645,stsdra,1053,32838
246,Twitter,709741295317561344,7eSCgsJ6nvxhvcE,566,3752
247,Twitter,836137825896542208,bunshun_yakyu,8342,3614
248,Twitter,2378269195,TigersFang_2014,328,3310
249,Twitter,1089960472038653952,gen333333,86,4423
250,Twitter,2207525966,MrsMorrisonBHS,515,15006
251,Twitter,2909815524,ddsheet3612,2149,108551
252,Twitter,1087266198364991488,Johirabbas12,19,463
253,Twitter,773530129,BHS__Principal,1018,18958
254,Twitter,1102900533432442880,syoudai86899271,132,175
255,Twitter,2969185369,npb_player_bot,4549,72734
256,Twitter,903035119832711168,TigersLove919,175,539
257,Twitter,278869125,1116hitomi,931,51929
258,Twitter,257381373,torajin07yasuda,736,31781
259,Twitter,980464934449504256,Totoro_Hero,118,26150
260,Twitter,903881827240222720,chinatorayaga,2531,5015
261,Twitter,2842793728,brglilly,695,7982
262,Twitter,229564337,offside1839,1037,68832
263,Twitter,1116286528714682369,CptMlb,10,10
264,Twitter,750763772,phoebesaid,1332,2678
265,Twitter,241307969,mike_darpino,297,10707
266,Twitter,721117543,vmyers1995,195,5816
267,Twitter,306849983,RonFromLasVegas,29160,72715
268,Twitter,3290945359,KalanOTMA,16,24547
269,Twitter,232043123,jaxson99,107,3166
270,Twitter,416512849,Uhearit2,62,728
271,Twitter,719771667191492609,zolabudd21,10,16
272,Twitter,390978276,colinadams83,162,9595
273,Twitter,318042613,The_Ty_Cobb,2653,53184
274,Twitter,275863515,numberfortyfive,661,70065
275,Twitter,1102173553494056960,AlleenFitzhugh,66,20
276,Twitter,756399674,Joestradamu5,154,3688
277,Twitter,1114639318453293057,BerthaLaird18,9,377
278,Twitter,1070838630778732544,Sports_Report09,495,1636
279,Twitter,2376704669,AutumnGruber,711,9297
280,Twitter,3299562471,jeffgluck1755,108,8175
281,Twitter,962078879967076352,bygoneballgames,701,489
282,Twitter,1332853562,DrewD977ESPN,6635,105923
283,Twitter,1646841954,MackFoley1,107,3712
284,Twitter,2597834779,TennesseanHale,2934,79270
285,Twitter,467182644,twobigboysblog,77354,82394
286,Twitter,2460362978,kbadla23,68,2312
287,Twitter,999765192824238086,ZacharyCosta14,444,16611
288,Twitter,91292348,LuvnTheBeatles,7911,155159
289,Twitter,406607242,stvnslotterback,378,12695
290,Twitter,979332787,BrandonPirrone1,205,1542
291,Twitter,1443028970,ReginaaWuu,157,1401
292,Twitter,213390345,notpaulmitchell,367,1330
293,Twitter,1034387708,wheatpop,499,9803
294,Twitter,1791952309,YoungGreekOpa,218,4218
295,Twitter,312198098,PaulZeise,27827,105486
296,Twitter,3028664264,JDTheRoadrunner,233,1102
297,Twitter,19885361,joejanecek,696,79897
298,Twitter,1098024330745630720,sopwith0913,5,22
299,Twitter,86199549,humptydance23,511,26616
300,Twitter,2274779832,vpartysports,724,22934
301,Twitter,3031602967,gitrithm,267,17717
302,Twitter,898361996789374976,Jayde3e,16,508
303,Twitter,54231759,PhillyPhreedom,912,21267
304,Twitter,3432606731,GasperoniRobert,293,32383
305,Twitter,339476134,John__Cole,1429,54245
306,Twitter,1301458598,gollymsholleigh,342,11147
307,Twitter,911650394,bschwzz_barry,51,4293
308,Twitter,3140664026,kidkapper10,254,7209
309,Twitter,759837605286424576,realmrhaney,60,577
310,Twitter,626070771,kusmog,3,79487
311,Twitter,1641844472,EmCstMichFanClb,1418,31650
312,Twitter,23703107,PresBillMacohe,186,24378
313,Twitter,9942702,Ben_M_Berry,1875,165689
314,Twitter,102202964,LACreoleman,953,86260
315,Twitter,40696902,sis2catbat,495,29938
316,Twitter,1216687669,KansasMariahJ,428,7576
317,Twitter,1090704649043275778,AdamsBrandell,3,401
318,Twitter,3076476387,sportsshiftzac,38,3476
319,Twitter,22288744,tonypascarella,398,49230
320,Twitter,4239010759,AudreyBaerry,15,1877
321,Twitter,1118221849421393928,lilgeneralstrs,1,28
322,Twitter,600710249,Rach_Ryz,1138,53037
323,Twitter,828273831886233600,mookieformvp,1,89
324,Twitter,130930417,ashnoelwmi,4205,144115
325,Twitter,2327598600,patabbo623,977,70440
326,Twitter,1915651248,scott_sura35,329,5891
327,Twitter,842208704057507840,RogerWalterGoo3,50,583
328,Twitter,277317161,aemcburney,710,9709
329,Twitter,141126739,sSkyleRr,1999,2855
330,Twitter,899444755716866048,J_Goldie27,176,8569
331,Twitter,1491629612,hkfinan,330,21632
332,Twitter,1087798756496601088,LindysTavern,21,226
333,Twitter,47541011,michaelhag,478,8815
334,Twitter,1463424926,badgalmiri_,701,23757
335,Twitter,752596670,AbsoluteAngel84,89,81
336,Twitter,19135664,christopherguz,1224,9725
337,Twitter,20574010,itsayapapaya,1645,37351
338,Twitter,1184271630,24TigersFan,122,10880
339,Twitter,755171301698969600,heikkikathy1948,24,3007
340,Twitter,132190102,silvaluis26,97,7337
341,Twitter,4259122581,ChicoCrout11,349,723
342,Twitter,2864034442,SpoolandThimble,581,34317
343,Twitter,780430083060273152,PropertyTiger72,21,269
344,Twitter,352465823,ScottyRayJ,488,36654
345,Twitter,1458543319,jlalfinger,209,600
346,Twitter,2958913807,27cc40a7ee3a402,436,21562
347,Twitter,1318467498,cheesy_babyy,1666,14486
348,Twitter,45764323,cruz_v,346,39284
349,Twitter,227077203,thadon1971,1123,40014
350,Twitter,855661959361945600,ThatsNotVN,809,2656
351,Twitter,104290001,theopsports,2135,37704
352,Twitter,2584532244,jakedonovan22,310,765
353,Twitter,2267353439,Gary_A_Watson,697,5114
354,Twitter,2801035965,dmann1471,347,50538
355,Twitter,2483998729,CowdenFS,44,1847
356,Twitter,1105242148763561984,RFCBear1,1069,122
357,Twitter,2490382505,PengellyAaron,571,5381
358,Twitter,2483877056,TheDiamondsFS,102,2729
359,Twitter,2426526207,7TariqM,1203,174734
360,Twitter,3235772212,HITCdeadlineday,17182,69132
361,Twitter,2483967780,LiviFS,107,1720
362,Twitter,2474160674,BullyWeeFS,102,1715
363,Twitter,774700368383049728,IJT1964,2,47087
364,Twitter,1354460654,JeffNavales,30,5100
365,Twitter,1019933134014636032,2900jack,58,3134
366,Twitter,2394467639,NTSOCIAL2,114,4698
367,Twitter,199882999,biglifeafrica,8561,2936
368,Twitter,1069665281117749248,WilliamCatlow1,61,1780
369,Twitter,854221157045866496,KyleMo1872,84,1959
370,Twitter,594538811,ThirdLanarkFS,27,1464
371,Twitter,542774639,garymcdougall24,1108,9151
372,Twitter,2806210123,RangersFNH,1581,37442
373,Twitter,617103527,musteehadee,1146,23642
374,Twitter,319590350,_KieranScott_,541,22749
375,Twitter,1009696639592947714,BrianHassan12,1322,14463
376,Twitter,2554488936,alain_duez,16,247
377,Twitter,2600471670,lfcdizzy,725,60018
378,Twitter,419061083,Taylorbrown_1,639,2734
379,Twitter,2726675603,BettingDirector,248881,7738
380,Twitter,715935247,LukeBridgwater,189,774
381,Twitter,4089521703,SamCufflin,125,3083
382,Twitter,243176136,Jkeenan1972,750,19794
383,Twitter,1039180386,SebastienEpiney,451,3394
384,Twitter,463907038,KevP82,311,4985
385,Twitter,1120364351096016896,BWilayat,3,8
386,Twitter,409369801,AlexxSeymourr,1133,18100
387,Twitter,756894376970817536,FraserGemmell10,260,620
388,Twitter,579771360,ZCarruthers95,472,6039
389,Twitter,747128899,junemcallister3,1529,12922
390,Twitter,1249469203,davidt_toner,391,15373
391,Twitter,2484010153,SpidersFS,68,1737
392,Twitter,3329210512,weirswar,139,9122
393,Twitter,4892025921,soccerteesGB,5636,8668
394,Twitter,311109931,StewartRodgers_,1023,18126
395,Twitter,2618332503,jamhks,223,1092
396,Twitter,2471210971,MotherwellFS,39,1944
397,Twitter,836301327898652672,EOS1872,1654,806
398,Twitter,1074552486,MarkIrwinK9,409,11539
399,Twitter,201430464,helderismyboy,1032,24522
400,Twitter,847336422621061120,Safeco330,591,12057
401,Twitter,3010618437,AJohnston54,402,7197
402,Twitter,518004168,ItzThatKid,1913,38006
403,Twitter,477926384,paulmillar4,287,490
404,Twitter,1114456505309442048,Countdr00969748,39,144
405,Twitter,31750838,ScottieMcClue,4035,70273
406,Twitter,1071070125099544576,SM_Memorabilia,18,11
407,Twitter,355749447,scottgall_,1123,30207
408,Twitter,1056889183615311873,scotstadium,135,22555
409,Twitter,293315470,sweirz,7222,74188
410,Twitter,828961125408579584,StuartCathro,80,507
411,Twitter,816785482021486592,turbomac17,237,1264
412,Twitter,350367103,MEW1934,10055,5923
413,Twitter,563096253,siamscot,7,280
414,Twitter,440928081,GDARocafella,685,4805
415,Twitter,109634523,RRFC_tweets,2339,6070
416,Twitter,555201518,Bigzeb88,811,11722
417,Twitter,1032992801158512647,Riverman371,6,691
418,Twitter,920225975379603456,TheREALISTERR,258,6694
419,Twitter,411055786,EvanzGotTheGift,262,5034
420,Twitter,447012410,UKASSNI,5408,9954
421,Twitter,4786815137,12bissett,221,1935
422,Twitter,26384855,TCU_GOFROGS,76,1989
423,Twitter,939585936,T0mmy_Hall,387,8928
424,Twitter,38388599,JrMariner77,3841,13486
425,Twitter,997164714991017984,Glennlennon10,185,1411
426,Twitter,2342016130,ArranThamo,535,18007
427,Twitter,1117187373157289984,dylanha90480191,12,23
428,Twitter,1459802210,pbsportswriter,7385,21944
429,Twitter,3081343325,LukeJosephh4,51,699
430,Twitter,1039295484689448961,mauOaBuleHuV9Pv,1,41
431,Twitter,464969113,rangers_alan,213,349
432,Twitter,718843713208872960,callumoneill44,701,67086
433,Twitter,20575136,kskjal,1108,32731
434,Twitter,1078556812993937409,HowieKeir,11,143
435,Twitter,798329330627645443,DylanR_1690,305,1023
436,Twitter,453492699,RM___________,440,20847
437,Twitter,617079121,JDMRFC,177,1805
438,Twitter,464858987,KerryRussell21,227,1570
439,Twitter,314420844,4thProtocol,6735,21337
440,Twitter,1543549483,KIEZAGEE,438,4085
441,Twitter,749820042,x_jordan_crook,338,8231
442,Twitter,108742237,JeffWilson_FWST,26732,41197
443,Twitter,826843561542950912,anneballentine1,316,2736
444,Twitter,1029477862338953216,dhee02151118,57,261
445,Twitter,728726465701937152,LiamJones04,296,655
446,Twitter,344146565,Stuart_Davies1,256,11238
447,Twitter,1118960029988790285,agoodsportsshow,14,152
448,Twitter,1054409910275002368,franck_rangers,149,285
449,Twitter,1061281214,thatssooodani,278,7830
450,Twitter,1671632976,7_Fuentez,154,608
451,Twitter,20700232,wgooden,8095,10963
452,Twitter,25071793,hcaskey,337,8645
453,Twitter,861497352539873280,NatStatMLB,99,6307
454,Twitter,895416170882445312,LauraACraig7,18,103
455,Twitter,384362159,WhiteBarryBonds,317,58340
456,Twitter,231652200,RGHambley1999,118,1167
457,Twitter,3303834904,OluwafemiG,1089,14822
458,Twitter,495110858,ojeksaikhoje,12511,19467
459,Twitter,1107481072617570304,popoorighro,12,334
460,Twitter,1848388687,WilsonBone,476,10256
461,Twitter,1849995475,sugerloadedgirl,282,6924
462,Twitter,452573885,TheBeauJersey,192,22641
463,Twitter,1096078438291722240,twitsandbox1,95,22408
464,Twitter,82407422,corially,422,11643
465,Twitter,237698494,tamprej,1377,77609
466,Twitter,713998580579696640,NolanDraco,4421,75262
467,Twitter,77323220,Vote4Jose,1471,3855
468,Twitter,1445229043,purorangers,3985,69436
469,Twitter,760806726,golfer4life97,844,53916
470,Twitter,1105561405862891522,pripyatboob,359,28194
471,Twitter,970646736,tayesosmooth,2039,691841
472,Twitter,1034228335,pierre_bida,965,23375
473,Twitter,1048665962684305409,nope65969856,0,6
474,Twitter,1128048596,Hinfo_bot,209,23960
475,Twitter,1119738835,DBinfo_bot,901,26025
476,Twitter,990724848270938117,JasonJo80575467,2,62
477,Twitter,20219629,Pitcrewprincess,2427,92290
478,Twitter,334580033,SonSon_55,262,8270
479,Twitter,4567884493,Skipper70723480,1340,6510
480,Twitter,2334134989,thatawesometyra,1249,10113
481,Twitter,707072361191723008,albertosc23,68,8070
482,Twitter,354304124,kimjbmr,669,29826
483,Twitter,970824475,11drawbridge,61,2096
484,Twitter,1101311742594957313,KennyKratz,4,385
485,Twitter,1597456524,RychRage,1550,1736
486,Twitter,3695890338,rob49856691,149,8258
487,Twitter,351880299,LSSportsDaily,299,7636
488,Twitter,1967068045,theOtherKOBI,26,3277
489,Twitter,826561496,DenneyLewis,284,19012
490,Twitter,34520179,JBene19,124,8442
491,Twitter,565182622,BrendenNix,180,538
492,Twitter,1019732400723644416,KariGuz00495491,257,21572
493,Twitter,2725320776,StannisAF,714,96831
494,Twitter,4869637773,kathyjmartin51,51,7788
495,Twitter,513424366,txguy0832,7,218
496,Twitter,518176349,JngddNg,71,2074
497,Twitter,478309096,Martinez_EricM,29,2994
498,Twitter,463297213,GTOphil,739,99929
499,Twitter,2240929639,jennsegura_,676,38761
500,Twitter,40544676,C_Mueck13,779,22573
501,Twitter,791440854292443136,KingzFan916279,556,48109
502,Twitter,791053627892854784,random_lovelady,123,6145
503,Twitter,1117280954442117120,SeattleSportsHT,5,15
504,Twitter,27819811,mypancreasbroke,356,24727
505,Twitter,32794872,ajnrules,907,27444
506,Twitter,1116571491049594880,ba_dallas,4,225
507,Twitter,609354490,hugo_laureano,97,12436
508,Twitter,2947041633,marcelmyrick70,862,8336
509,Twitter,29243564,ndtex,2922,147595
510,Twitter,2586359316,Vanessa_dlc25,1069,16181
511,Twitter,430168240,krachmonst,17,310
512,Twitter,2166975092,TCinDALLAS,1132,139848
513,Twitter,24622738,SarahLindahl,56,893
514,Twitter,14791934,sewnunsense,128,1151
515,Twitter,221298930,Chorny_127,208,7717
516,Twitter,2561322136,MarinerMemes,87,113
517,Twitter,797527287809933317,Tony101658,187,3448
518,Twitter,2978590903,WarcThe12fthMan,382,19917
519,Twitter,4031441917,vandutch8,37,5293
520,Twitter,2570427559,Branson_Dixon,630,16235
521,Twitter,364083586,Kyle_Bird17,1621,4743
522,Twitter,744590051196141569,garrityv_t,498,16597
523,Twitter,390526477,ryancfrier,612,14034
524,Twitter,25838632,JaredSandler,26840,125550
525,Twitter,872933036207218688,CplSlicks,8,361
526,Twitter,69310317,TheKevinPoppe,1832,9022
527,Twitter,785312929306390529,mrsn629,63,2481
528,Twitter,893251609442082817,Marshall_CLE,1241,30442
529,Twitter,574143568,MirnaYosseley,1107,69377
530,Twitter,987522837794652160,ken_callihan,9,197
531,Twitter,1110438710263382016,odonfitna,9,293
532,Twitter,326590044,jjbarnhart,344,23406
533,Twitter,281622390,LeaLlovet,1210,83914
534,Twitter,4790344093,18_ashleyyy,527,12102
535,Twitter,889318460429348864,moisessss11,329,5335
536,Twitter,914955362737971200,Michael4dadogs,12,2829
537,Twitter,792700537,TexasCop245,186,8541
538,Twitter,796163467313025025,marianajamilett,2689,14441
539,Twitter,1002933828565000192,Archery_HTX,0,5
540,Twitter,859211625928306688,catwilson3232,200,1121
541,Twitter,287907140,LaykenWoolls,1152,24067
542,Twitter,3277784006,Leidyy_15,195,1757
543,Twitter,64119313,h_kort18,92,3690
544,Twitter,1073747639592779776,samttcas,73,226
545,Twitter,3038641164,txblondechicky,3,17
546,Twitter,493833617,Ricaleek07,533,3210
547,Twitter,1360229773,mcgill_kathleen,30,1690
548,Twitter,19584082,UTexJim,782,145150
549,Twitter,843148598363799553,joc_yyy8,602,11521
550,Twitter,2579704934,kbrown0524,237,2282
551,Twitter,21435485,RhettButler1,677,2939
552,Twitter,779088689146105856,mendezdaisy012,178,1147
553,Twitter,909182143,_giisseellee_,789,26781
